MD,Match_ID,Player,Squad,#,Nation,Age_Years,Age_Days,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,xA,KP,1/3,PPA,CrsPA,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,PrgR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
7,110,Maghnes Akliouche,Monaco,11,FRA,22,331,RW,90,0,0,0,0,3,1,0,0,39,1,3,1,0.4,0.4,0.0,3,0,23,27,85.2,4,20,3,0,0,384,123,12,15,80.0,7,7,100.0,3,3,100.0,0.1,0,4,1,0,25,2,0,0,1,0,2,0,0,0,0,23,0,0,0,0,1,0,1,1,100.0,0,0,1,3,4,1,0,1,7,14,18,5,,0,,143,79,3,1,1,2,24,2,0,1,2,1,0,0,0,0,0,6,0,1,0.0
7,110,Radosław Majecki,Monaco,1,POL,25,66,GK,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,23,36,63.9,0,23,0,0,0,749,468,1,1,100.0,11,11,100.0,11,24,45.8,0.0,0,0,0,0,26,10,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,32,38,0,0,0,,0,,154,100,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
7,110,Soungoutou Magassa,Monaco,88,FRA,21,105,DM,25,0,0,0,0,0,0,0,0,22,2,2,2,0.0,0.0,0.0,0,0,12,15,80.0,2,3,0,0,0,167,64,7,8,87.5,4,4,100.0,1,3,33.3,0.0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2,0,0,2,2,100.0,0,0,2,2,4,1,0,1,10,8,4,0,,0,,9,4,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,2,2,1,66.7
7,110,Takumi Minamino,Monaco,18,JPN,30,5,AM,78,0,0,0,0,1,0,0,0,26,1,0,0,0.1,0.1,0.3,1,0,12,17,70.6,3,15,5,2,1,160,34,8,12,66.7,4,4,100.0,0,1,0.0,0.1,1,1,0,0,17,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,1,0,0,1,0.0,1,0,0,0,1,2,0,2,5,8,13,4,50.0,0,0.0,143,120,1,2,2,0,18,6,0,1,1,0,0,1,0,0,0,4,0,1,0.0
7,110,Thilo Kehrer,Monaco,5,GER,28,122,CB,90,0,0,0,0,1,1,0,0,56,6,4,0,0.2,0.2,0.0,2,1,33,44,75.0,4,31,1,0,0,788,363,5,5,100.0,21,25,84.0,7,11,63.6,0.0,0,3,0,0,41,3,3,0,0,0,0,0,0,0,0,33,0,1,3,5,1,0,3,3,100.0,0,0,0,4,10,3,0,8,35,20,1,1,,0,,164,79,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,4,4,0,100.0
7,110,Vanderson,Monaco,2,BRA,23,214,RB,90,0,0,0,0,0,0,0,0,54,2,2,1,0.0,0.0,0.0,0,0,27,38,71.1,0,16,2,2,1,506,190,12,14,85.7,12,16,75.0,3,5,60.0,0.0,0,0,0,0,29,7,3,0,0,2,4,0,0,0,0,27,2,0,2,1,1,0,2,3,66.7,1,0,1,2,4,7,0,5,21,24,11,1,50.0,1,50.0,110,83,2,0,1,0,24,2,0,1,1,0,2,2,0,0,0,5,1,1,50.0
7,110,Wilfried Singo,Monaco,17,CIV,24,27,CB,90,1,0,0,0,1,1,0,0,56,2,0,1,0.4,0.4,0.0,0,0,27,32,84.4,0,16,0,0,0,536,209,9,9,100.0,16,18,88.9,2,5,40.0,0.0,0,2,0,0,29,3,3,0,0,0,0,0,0,0,0,27,0,0,1,2,0,0,1,2,50.0,1,0,1,0,2,19,0,14,37,19,1,1,,0,,68,43,0,0,0,0,16,0,0,0,1,1,0,1,0,0,0,8,2,2,50.0
7,110,Boubacar Kamara,Aston Villa,44,FRA,25,59,"DM,CM",90,0,0,0,0,0,0,1,0,69,3,3,1,0.0,0.0,0.0,2,0,45,55,81.8,7,27,0,2,0,624,176,29,31,93.5,14,17,82.4,1,3,33.3,0.0,0,2,0,0,51,4,2,1,0,0,2,0,0,0,0,45,0,1,2,0,2,1,1,3,33.3,2,0,1,3,6,1,0,1,11,47,12,0,0.0,2,100.0,125,76,0,0,3,1,41,0,0,1,1,0,0,2,0,0,0,7,4,2,66.7
7,110,Emi Buendía,Aston Villa,10,ARG,28,27,LW,85,0,0,0,0,0,0,0,0,50,3,1,0,0.0,0.0,0.0,4,0,28,38,73.7,4,31,3,3,1,412,100,17,19,89.5,10,14,71.4,1,1,100.0,0.2,0,0,1,0,37,0,0,1,0,1,0,0,0,0,0,28,1,2,1,0,2,1,1,2,50.0,1,0,0,1,4,0,0,1,5,30,16,2,33.3,2,66.7,173,80,3,1,2,1,37,7,0,3,1,0,1,1,0,0,0,3,0,0,
7,110,Emiliano Martínez,Aston Villa,23,ARG,32,141,GK,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,32,38,84.2,0,28,0,0,0,683,418,8,8,100.0,19,19,100.0,5,11,45.5,0.0,0,1,0,0,33,5,3,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,19,38,2,0,0,,0,,171,133,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0,
7,110,Ezri Konsa,Aston Villa,4,ENG,27,90,CB,90,0,0,0,0,0,0,0,0,75,2,0,3,0.0,0.0,0.0,0,0,65,68,95.6,1,48,0,1,0,1157,352,20,20,100.0,43,45,95.6,2,3,66.7,0.0,0,2,0,0,66,2,2,0,0,0,0,0,0,0,0,65,0,0,1,2,0,0,0,0,,0,2,1,0,2,1,1,6,28,46,1,1,0.0,0,0.0,258,108,0,0,0,0,54,1,0,1,2,0,0,1,0,0,0,6,0,0,
7,110,Ian Maatsen,Aston Villa,22,NED,22,317,LB,24,0,0,0,0,0,0,0,0,23,1,0,0,0.0,0.0,0.0,0,0,13,17,76.5,2,8,0,2,0,243,69,5,5,100.0,7,8,87.5,1,3,33.3,0.0,0,2,0,0,12,5,1,0,0,1,3,1,1,0,0,13,0,0,1,0,1,0,0,0,,0,0,0,0,1,2,0,2,7,9,7,1,0.0,2,100.0,63,30,0,0,1,0,12,4,0,0,1,0,1,1,0,0,0,1,0,1,0.0
7,110,Jacob Ramsey,Aston Villa,41,ENG,23,238,LM,5,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,7,8,87.5,1,4,0,0,0,63,13,6,7,85.7,0,0,,0,0,,0.1,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4,1,4,1,,0,,29,6,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,0,0,
7,110,Jhon Durán,Aston Villa,9,COL,21,39,"RW,FW",34,0,0,0,0,1,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,7,0,0,0,31,12,3,3,100.0,0,0,,0,1,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,6,1,,0,,22,0,0,1,2,1,8,1,0,2,0,0,0,0,0,0,0,0,1,2,33.3
7,110,Lamare Bogarde,Aston Villa,26,NED,21,16,RB,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,39,13,0,0,,2,2,100.0,0,0,,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,,0,,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,110,Leon Bailey,Aston Villa,31,JAM,27,165,RW,56,0,0,0,0,3,2,0,0,20,1,0,0,0.3,0.3,0.1,2,0,8,13,61.5,0,13,0,0,0,110,25,5,5,100.0,3,6,50.0,0,0,,0.1,1,1,0,0,12,0,0,0,0,1,0,0,0,0,0,8,1,1,1,1,0,0,1,1,100.0,0,0,0,0,1,0,0,0,4,6,11,5,,0,,67,8,0,0,1,0,12,4,0,0,0,0,1,1,0,0,0,2,0,2,0.0
7,110,Lucas Digne,Aston Villa,12,FRA,31,185,LB,66,0,0,0,0,1,1,1,0,55,0,1,1,0.1,0.1,0.2,2,0,34,49,69.4,2,30,2,0,0,575,184,15,16,93.8,15,19,78.9,4,12,33.3,0.2,2,1,2,2,40,9,1,0,0,9,6,2,2,0,0,34,0,2,0,0,0,0,0,1,0.0,1,0,1,1,1,2,0,2,11,22,22,1,,0,,136,73,1,0,0,0,32,6,0,1,0,1,9,0,0,0,0,7,0,0,
7,110,Matty Cash,Aston Villa,2,POL,27,167,"RB,RM",90,0,0,0,0,2,1,0,0,58,1,2,0,0.3,0.3,0.1,1,0,39,50,78.0,4,28,1,2,1,605,195,21,23,91.3,16,19,84.2,1,5,20.0,0.1,1,1,2,0,39,11,3,0,0,2,8,0,0,0,0,39,0,1,1,1,0,0,1,1,100.0,0,0,0,2,3,3,0,1,14,29,16,3,50.0,1,50.0,179,67,2,1,0,0,28,4,0,2,3,0,2,1,0,0,0,11,4,2,66.7
7,110,Morgan Rogers,Aston Villa,27,ENG,22,179,AM,85,0,0,0,0,2,0,1,0,52,1,0,1,0.2,0.2,0.2,2,0,26,38,68.4,5,24,4,6,2,377,107,17,21,81.0,8,11,72.7,1,1,100.0,0.1,1,3,5,0,36,2,0,0,0,1,0,0,0,0,0,26,0,4,1,0,1,0,0,1,0.0,1,0,1,0,1,0,0,0,3,22,28,7,33.3,4,66.7,175,91,4,2,5,2,40,8,0,1,1,0,1,1,0,0,0,3,0,0,
7,110,Ollie Watkins,Aston Villa,11,ENG,29,22,FW,90,0,0,0,0,1,1,0,0,34,0,0,1,0.1,0.1,0.2,3,0,18,23,78.3,1,17,2,1,0,248,36,12,15,80.0,5,7,71.4,1,1,100.0,0.0,2,1,1,0,23,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,0,0,0,1,14,19,4,0.0,1,100.0,73,38,3,1,3,2,25,13,0,1,0,1,1,0,0,0,0,0,2,4,33.3
7,110,Tyrone Mings,Aston Villa,5,ENG,31,314,CB,90,0,0,0,0,0,0,0,0,86,1,1,2,0.0,0.0,0.0,0,0,65,76,85.5,10,48,1,1,1,1120,494,26,30,86.7,38,42,90.5,1,3,33.3,0.0,0,2,0,0,72,4,3,0,1,0,0,0,0,0,0,65,0,0,1,0,1,0,0,0,,0,2,0,1,2,4,1,10,41,45,1,0,100.0,0,0.0,322,196,0,0,1,0,58,0,0,0,0,0,0,1,0,0,0,5,3,3,50.0
7,110,Youri Tielemans,Aston Villa,8,BEL,27,259,"DM,CM",90,0,0,0,0,0,0,0,0,77,0,3,1,0.0,0.0,0.0,3,0,58,73,79.5,16,45,3,1,1,871,366,30,35,85.7,27,31,87.1,1,4,25.0,0.1,0,9,1,0,67,6,2,2,0,4,0,4,4,0,0,58,0,2,0,0,0,0,0,1,0.0,1,0,1,3,3,0,0,0,10,55,13,0,100.0,0,0.0,280,142,1,0,1,1,60,5,0,1,4,0,4,0,0,0,0,5,1,0,100.0
7,111,Alexis Mac Allister,Liverpool,10,ARG,26,28,"LM,CM",45,0,0,0,0,1,0,1,0,28,4,0,3,0.1,0.1,0.0,0,0,17,20,85.0,2,19,0,0,0,241,43,10,11,90.9,5,6,83.3,1,2,50.0,0.0,0,1,0,0,19,1,1,0,1,0,0,0,0,0,0,17,0,0,1,0,4,0,2,3,66.7,1,1,2,0,4,0,0,1,3,13,12,2,,0,,79,39,0,0,1,0,19,1,0,1,1,0,0,1,0,0,0,1,0,0,
7,111,Alisson,Liverpool,1,BRA,32,111,GK,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,34,41,82.9,0,37,0,0,0,675,354,8,8,100.0,23,23,100.0,3,10,30.0,0.0,0,0,0,0,39,2,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,28,42,0,0,0,,0,,169,46,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
7,111,Conor Bradley,Liverpool,84,NIR,21,196,RB,85,0,0,0,0,0,0,0,0,78,2,1,1,0.0,0.0,0.2,2,0,65,72,90.3,3,62,4,0,0,1041,302,28,28,100.0,32,37,86.5,3,3,100.0,0.2,1,0,1,0,62,10,2,1,1,0,8,0,0,0,0,65,0,2,2,0,2,0,0,2,0.0,2,0,1,1,3,1,0,1,34,34,10,1,,0,,445,143,3,0,0,0,62,2,0,2,2,0,0,2,0,0,0,0,1,0,100.0
7,111,Curtis Jones,Liverpool,17,ENG,23,357,LM,45,0,1,0,0,0,0,0,0,28,2,0,0,0.0,0.0,0.6,2,1,21,24,87.5,2,21,1,0,0,470,134,6,8,75.0,10,10,100.0,5,5,100.0,0.2,1,5,0,0,24,0,0,1,0,0,0,0,0,0,0,21,0,1,1,1,0,1,0,0,,0,0,0,0,2,0,0,1,4,19,5,0,,0,,135,71,1,0,1,1,18,1,0,2,0,0,0,1,0,0,0,4,0,0,
7,111,Darwin Núñez,Liverpool,9,URU,25,211,FW,90,0,0,0,0,1,1,0,0,32,4,1,0,0.2,0.2,0.3,3,0,13,20,65.0,4,19,3,0,0,261,109,4,7,57.1,6,8,75.0,2,2,100.0,0.0,3,3,0,0,20,0,0,0,0,1,0,0,0,0,0,13,0,2,4,1,1,2,2,2,100.0,0,0,0,1,5,4,0,3,6,12,16,3,,0,,173,89,3,1,2,0,16,5,0,3,0,1,1,4,0,0,0,6,0,1,0.0
7,111,Dominik Szoboszlai,Liverpool,8,HUN,24,88,"RM,LM",62,0,0,0,0,1,0,0,0,40,3,0,0,0.0,0.0,0.0,1,0,26,29,89.7,4,27,0,2,0,430,134,10,11,90.9,8,8,100.0,3,4,75.0,0.0,1,2,0,0,24,5,1,0,1,1,2,1,1,0,0,26,0,0,3,0,3,0,2,3,66.7,1,0,0,0,3,1,0,0,4,23,13,1,0.0,2,100.0,145,48,1,0,1,2,26,1,0,0,0,0,1,3,0,0,0,1,0,0,
7,111,Federico Chiesa,Liverpool,14,ITA,27,88,LW,16,0,0,0,0,2,2,0,0,7,0,0,0,0.1,0.1,0.0,0,0,3,4,75.0,1,4,3,0,0,50,25,2,2,100.0,1,1,100.0,0,0,,0.0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,2,5,3,,0,,63,59,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0.0
7,111,Harvey Elliott,Liverpool,19,ENG,21,292,RM,45,1,0,0,0,1,1,1,0,28,0,3,0,0.0,0.0,0.0,3,1,19,23,82.6,2,23,0,1,0,309,21,8,9,88.9,10,11,90.9,1,2,50.0,0.0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,19,0,1,0,0,0,0,0,1,0.0,1,0,0,3,3,0,1,0,2,14,12,2,0.0,1,100.0,103,34,0,0,1,0,23,3,0,0,0,0,1,0,0,0,0,2,0,0,
7,111,Jarell Quansah,Liverpool,78,ENG,21,358,CB,90,0,0,0,0,1,0,0,0,110,0,0,1,0.2,0.2,0.0,1,0,99,103,96.1,2,99,0,1,0,1742,543,36,37,97.3,53,54,98.1,7,9,77.8,0.0,0,2,0,0,101,2,2,1,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,,0,0,1,0,0,5,0,11,70,38,2,1,0.0,0,0.0,624,130,1,0,0,0,96,0,0,0,1,0,0,0,0,0,0,5,1,0,100.0
7,111,Kostas Tsimikas,Liverpool,21,GRE,28,254,LB,90,0,0,0,0,0,0,0,0,81,2,0,1,0.0,0.0,0.3,6,2,65,74,87.8,5,59,1,2,0,1169,268,27,31,87.1,32,35,91.4,5,7,71.4,0.3,3,5,0,0,64,10,2,0,0,6,6,2,0,1,0,65,0,0,2,1,0,1,0,1,0.0,1,1,0,0,2,2,0,3,29,32,21,0,0.0,1,50.0,323,125,1,0,0,0,56,5,0,0,1,0,6,2,0,0,0,5,0,0,
7,111,Luis Díaz,Liverpool,7,COL,28,8,LW,74,0,0,0,0,0,0,0,0,40,2,0,3,0.0,0.0,0.9,3,0,26,34,76.5,3,33,2,3,3,603,223,10,15,66.7,7,8,87.5,8,10,80.0,0.1,2,3,2,1,33,1,0,0,1,2,1,0,0,0,0,26,0,2,1,0,2,0,0,0,,0,0,3,0,2,0,0,2,8,21,14,0,100.0,0,0.0,281,149,2,0,0,2,27,7,0,0,1,0,2,1,0,0,0,10,0,1,0.0
7,111,Mohamed Salah,Liverpool,11,EGY,32,220,RW,90,1,0,0,0,6,3,0,0,42,0,0,0,1.8,1.8,0.0,1,0,21,32,65.6,6,34,9,0,0,332,89,12,13,92.3,6,11,54.5,2,4,50.0,0.2,0,1,3,0,32,0,0,1,0,4,0,0,0,0,0,21,0,2,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,1,11,30,10,,0,,283,202,4,7,0,0,36,11,0,1,0,0,4,0,0,0,0,1,0,0,
7,111,Ryan Gravenberch,Liverpool,38,NED,22,250,CM,45,0,0,0,0,0,0,0,0,23,1,2,1,0.0,0.0,0.0,0,0,17,19,89.5,2,15,1,0,0,275,43,7,8,87.5,10,10,100.0,0,1,0.0,0.0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,,0,0,1,2,3,0,0,0,3,13,8,0,,0,,110,61,1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,2,0,0,
7,111,Trent Alexander-Arnold,Liverpool,66,ENG,26,106,RB,5,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,2,8,0,0,0,196,100,2,2,100.0,3,4,75.0,3,5,60.0,0.0,0,1,0,0,8,3,1,0,0,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,6,2,0,,0,,50,22,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,
7,111,Virgil van Dijk,Liverpool,4,NED,33,197,CB,90,0,0,0,0,0,0,0,0,99,0,0,0,0.0,0.0,0.0,0,0,92,96,95.8,2,89,0,0,0,1730,427,29,30,96.7,55,55,100.0,5,8,62.5,0.0,0,5,0,0,95,1,0,0,1,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,9,52,47,0,0,,0,,477,174,0,0,0,0,87,0,0,1,0,0,0,0,0,0,0,3,0,0,
7,111,Wataru Endo,Liverpool,3,JPN,31,347,CM,28,0,0,0,0,0,0,0,0,21,0,1,0,0.0,0.0,0.0,0,0,17,19,89.5,1,18,0,2,0,304,40,5,7,71.4,10,10,100.0,1,1,100.0,0.0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0.0,2,0,0,1,1,0,0,0,2,13,7,0,0.0,0,0.0,107,50,1,0,0,1,15,2,0,1,2,0,0,0,0,0,0,2,0,0,
7,111,Alexsandro Ribeiro,Lille,4,BRA,25,165,CB,90,0,0,0,0,0,0,0,0,83,1,2,2,0.0,0.0,0.1,1,0,65,68,95.6,1,52,0,5,2,1401,453,16,16,100.0,40,40,100.0,9,10,90.0,0.0,1,1,0,0,57,9,1,0,1,0,0,0,0,0,0,65,2,0,1,0,0,1,0,0,,0,0,2,2,3,7,0,21,64,19,2,0,40.0,3,60.0,259,83,1,0,1,1,53,0,0,0,1,0,0,1,0,0,0,1,1,1,50.0
7,111,Ayyoub Bouaddi,Lille,32,FRA,17,111,DM,17,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0.0,0.0,0,0,10,10,100.0,1,10,0,0,0,162,38,4,4,100.0,6,6,100.0,0,0,,0.0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,5,7,1,0,,0,,38,14,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,
7,111,Aïssa Mandi,Lille,2,ALG,33,91,RB,58,0,0,0,0,0,0,2,1,38,2,0,0,0.0,0.0,0.0,0,0,25,30,83.3,0,28,1,0,0,418,118,9,10,90.0,16,19,84.2,0,1,0.0,0.0,0,1,0,0,26,4,0,0,0,2,4,0,0,0,0,25,0,0,0,0,2,0,0,0,,0,0,0,0,2,1,0,2,16,15,7,0,,0,,99,49,0,0,2,0,27,1,1,1,0,0,2,0,0,0,0,1,0,0,
7,111,Bafodé Diakité,Lille,18,FRA,24,15,CB,90,0,0,0,0,0,0,0,0,81,1,1,0,0.0,0.0,0.0,0,0,65,70,92.9,2,64,0,0,0,1223,354,18,18,100.0,45,46,97.8,1,4,25.0,0.0,0,1,0,0,68,2,1,0,0,0,1,0,0,0,0,65,0,0,1,1,0,0,1,1,100.0,0,0,0,1,2,5,0,11,59,22,0,0,,0,,233,97,0,0,1,1,63,0,0,1,0,0,0,1,0,0,0,1,1,1,50.0
7,111,Benjamin André,Lille,21,FRA,34,171,DM,90,0,0,0,0,0,0,1,0,50,2,0,0,0.0,0.0,0.0,0,0,44,48,91.7,2,43,1,0,0,664,139,25,27,92.6,14,15,93.3,3,3,100.0,0.0,0,3,0,0,44,4,4,0,0,0,0,0,0,0,0,44,0,1,2,1,1,0,1,2,50.0,1,0,0,0,2,0,0,1,19,28,6,1,,0,,183,73,0,1,1,1,40,1,0,1,1,0,0,2,0,0,0,5,0,1,0.0
7,111,Gabriel Gudmundsson,Lille,5,SWE,25,267,LB,73,0,0,0,0,1,0,0,0,42,0,1,1,0.1,0.1,0.2,1,0,28,35,80.0,2,32,1,1,0,463,157,8,9,88.9,18,20,90.0,0,2,0.0,0.1,1,1,1,0,30,5,2,0,0,0,3,0,0,0,0,28,0,1,0,0,0,0,0,0,,0,0,1,1,1,1,0,1,22,17,4,1,0.0,1,100.0,166,90,0,0,1,0,35,3,0,0,3,1,0,0,0,0,0,2,0,0,
7,111,Hákon Arnar Haraldsson,Lille,7,ISL,21,286,"AM,RW",90,0,0,0,0,2,0,0,0,53,0,0,0,0.3,0.3,0.0,1,1,36,48,75.0,4,44,1,4,4,495,110,18,23,78.3,13,15,86.7,1,4,25.0,0.0,0,2,1,0,46,2,0,0,0,4,0,2,1,1,0,36,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,13,25,16,4,100.0,0,0.0,228,78,2,1,1,4,46,9,0,0,1,0,4,0,0,0,0,3,1,0,100.0
7,111,Ismaily,Lille,31,BRA,35,10,LB,17,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,1,0,11,15,73.3,1,7,1,0,0,125,52,9,9,100.0,2,5,40.0,0,1,0.0,0.0,0,1,0,0,9,6,2,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,8,2,1,,0,,25,14,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,2,0,0,
7,111,Jonathan David,Lille,9,CAN,25,7,FW,90,1,0,0,0,1,1,0,0,24,0,0,0,0.2,0.2,0.1,1,0,18,20,90.0,0,17,1,0,0,233,19,9,11,81.8,7,7,100.0,1,1,100.0,0.1,1,0,0,0,17,3,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,3,16,6,2,,0,,80,35,0,0,1,2,14,2,0,1,1,1,0,0,0,0,0,5,0,0,
7,111,Lucas Chevalier,Lille,30,FRA,23,76,GK,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,0,0,32,40,80.0,0,38,0,0,0,685,295,8,8,100.0,14,15,93.3,9,16,56.3,0.0,0,0,0,0,38,2,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,45,46,0,0,0,,0,,158,80,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,
7,111,Mitchel Bakker,Lille,20,NED,24,215,RW,62,0,0,0,0,0,0,0,0,23,1,1,2,0.0,0.0,0.0,0,0,12,19,63.2,5,20,1,1,1,215,77,4,5,80.0,7,9,77.8,1,1,100.0,0.0,0,1,2,0,19,0,0,0,0,2,0,0,0,0,0,12,0,3,1,0,1,0,0,1,0.0,1,0,2,1,2,0,0,0,1,14,8,2,100.0,0,0.0,78,43,2,1,1,2,20,2,0,1,0,0,2,1,0,0,0,2,0,0,
7,111,Ngal'Ayel Mukau,Lille,17,COD,20,52,DM,73,0,0,0,0,0,0,0,0,42,0,1,2,0.0,0.0,0.0,1,0,30,34,88.2,0,32,1,1,0,499,83,8,10,80.0,18,18,100.0,2,3,66.7,0.0,0,1,0,0,33,1,1,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,,0,0,2,1,1,2,0,5,19,19,4,0,0.0,1,100.0,114,52,1,0,0,1,29,0,0,0,1,0,0,0,0,0,0,3,0,0,
7,111,Osame Sahraoui,Lille,11,MAR,23,224,LW,28,0,0,0,0,0,0,0,0,18,0,1,0,0.0,0.0,0.0,0,0,11,13,84.6,1,13,2,1,1,166,20,5,6,83.3,5,5,100.0,1,2,50.0,0.0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,0,1,4,8,6,0,100.0,0,0.0,93,43,0,0,3,0,12,4,0,1,1,1,0,0,0,0,0,3,0,0,
7,111,Rémy Cabella,Lille,10,FRA,34,319,LW,62,0,0,0,0,0,0,0,0,33,3,0,3,0.0,0.0,0.0,1,0,21,26,80.8,4,23,4,3,2,266,69,14,17,82.4,6,6,100.0,0,1,0.0,0.0,0,2,0,0,23,2,1,0,0,2,0,1,1,0,0,21,1,0,3,0,1,2,2,2,100.0,0,0,3,0,3,0,0,1,4,14,15,3,66.7,1,33.3,167,88,1,3,0,2,21,1,0,2,2,0,2,3,0,0,0,4,0,0,
7,111,Thomas Meunier,Lille,12,BEL,33,131,RB,28,0,0,0,0,0,0,0,0,23,0,2,0,0.0,0.0,0.0,0,0,14,17,82.4,2,15,1,0,0,241,101,5,6,83.3,8,9,88.9,1,1,100.0,0.0,0,0,0,0,16,1,0,0,0,1,1,0,0,0,0,14,0,1,0,0,0,0,0,0,,0,0,0,2,2,4,0,4,13,7,3,0,,0,,91,38,1,0,0,0,14,1,0,0,0,0,1,0,0,0,0,2,1,0,100.0
