MD,Match_ID,Player,Squad,#,Nation,Age_Years,Age_Days,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,xA,KP,1/3,PPA,CrsPA,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,PrgR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
7,112,Alexander Bah,Benfica,6,DEN,27,43,RB,20,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,4,10,40.0,0,4,0,0,0,101,50,2,4,50.0,0,1,0.0,2,4,50.0,0.0,0,0,0,0,10,0,0,0,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,2,3,6,3,1,,0,,5,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,3,0,100.0
7,112,Anatolii Trubin,Benfica,1,UKR,23,173,GK,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,20,28,71.4,0,17,0,0,0,670,565,4,4,100.0,7,8,87.5,9,16,56.3,0.0,0,1,0,0,20,8,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,31,31,0,0,0,,0,,82,32,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,112,Andreas Schjelderup,Benfica,21,NOR,20,234,LW,70,0,0,0,0,2,0,0,0,19,2,1,0,0.1,0.1,0.2,2,0,5,10,50.0,2,12,3,2,0,62,38,2,3,66.7,1,2,50.0,0,1,0.0,0.2,1,1,0,0,10,0,0,1,0,0,0,0,0,0,0,5,0,2,2,0,1,1,2,3,66.7,1,0,0,1,3,1,0,2,5,8,6,3,0.0,1,50.0,128,88,1,0,0,1,12,2,0,1,3,1,0,2,0,0,0,6,0,0,
7,112,António Silva,Benfica,4,POR,21,83,CB,90,0,0,0,0,0,0,0,0,33,0,0,3,0.0,0.0,0.0,0,0,17,22,77.3,0,15,0,0,0,341,180,5,6,83.3,10,11,90.9,2,3,66.7,0.0,0,1,0,0,19,1,1,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,1,0.0,1,2,1,0,0,8,0,14,27,7,0,0,,0,,55,16,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,4,0,0,
7,112,Benjamín Rollheiser,Benfica,32,ARG,24,303,CM,11,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,2,0,0,0,43,2,4,4,100.0,0,0,,0,0,,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,3,2,1,0,,0,,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,
7,112,Florentino Luís,Benfica,61,POR,25,155,CM,90,0,0,0,0,0,0,0,0,38,5,3,0,0.0,0.0,0.1,0,0,22,26,84.6,0,25,0,1,0,435,92,6,7,85.7,12,13,92.3,4,4,100.0,0.4,1,0,0,0,26,0,0,0,1,0,0,0,0,0,0,22,0,3,4,4,0,1,3,4,75.0,1,0,0,3,8,4,0,2,18,16,4,2,0.0,1,100.0,89,21,0,0,0,1,24,1,0,1,0,0,0,4,0,0,0,3,2,0,100.0
7,112,Fredrik Aursnes,Benfica,8,NOR,29,42,RM,60,0,0,0,0,3,1,0,0,23,1,0,1,0.8,0.8,0.0,2,1,11,17,64.7,3,15,2,0,0,197,110,4,5,80.0,6,7,85.7,1,2,50.0,0.3,0,2,1,0,16,0,0,1,0,0,0,0,0,0,0,11,1,0,1,0,1,0,0,0,,0,0,1,0,1,0,0,1,3,13,7,5,,0,,81,46,0,1,1,0,14,2,0,0,0,1,0,1,0,0,0,2,0,0,
7,112,Kerem Aktürkoğlu,Benfica,17,TUR,26,92,RW,70,0,0,0,0,0,0,0,0,19,2,2,0,0.0,0.0,0.0,2,1,9,13,69.2,2,8,0,1,0,110,42,5,6,83.3,3,3,100.0,0,3,0.0,0.1,0,0,1,0,13,0,0,0,0,1,0,0,0,0,0,9,0,0,2,2,0,0,0,1,0.0,1,0,0,2,4,3,0,2,8,7,4,1,0.0,0,0.0,32,14,1,0,0,0,7,1,0,0,1,1,1,2,1,0,0,3,0,1,0.0
7,112,Leandro Barreiro Martins,Benfica,18,LUX,25,18,RM,30,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,2,7,28.6,0,8,0,0,0,21,6,1,3,33.3,1,2,50.0,0,1,0.0,0.1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,2,3,6,2,,0,,32,7,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
7,112,Nicolás Otamendi,Benfica,30,ARG,36,344,CB,90,0,0,0,0,0,0,0,0,37,4,1,2,0.0,0.0,0.0,0,0,16,21,76.2,1,11,0,0,0,235,57,9,9,100.0,7,7,100.0,0,5,0.0,0.0,0,1,0,0,16,5,2,0,0,0,0,0,0,0,0,16,0,0,2,4,0,0,4,5,80.0,1,0,2,1,5,7,0,13,30,7,0,0,,0,,42,8,0,0,1,0,12,0,0,2,1,1,0,2,0,0,0,2,1,1,50.0
7,112,Orkun Kökçü,Benfica,10,TUR,24,23,"LM,CM",79,0,0,0,0,0,0,0,0,31,1,1,0,0.0,0.0,0.1,3,1,12,22,54.5,1,16,1,0,0,247,54,4,6,66.7,4,5,80.0,3,8,37.5,0.0,2,0,0,0,18,4,2,0,0,2,0,2,2,0,0,12,0,2,0,1,0,0,0,2,0.0,2,0,0,1,2,3,1,2,13,14,4,1,,0,,37,23,0,1,4,0,17,1,0,0,0,0,2,0,0,0,0,1,1,0,100.0
7,112,Tomás Araújo,Benfica,44,POR,22,250,"RB,CB",90,0,0,0,0,0,0,0,0,50,6,1,3,0.0,0.0,0.0,2,1,19,32,59.4,1,20,0,2,1,385,206,11,15,73.3,5,8,62.5,3,6,50.0,0.0,0,1,1,1,21,10,1,0,1,1,9,0,0,0,0,19,1,1,3,6,0,0,1,5,20.0,4,1,2,1,7,7,0,6,31,12,7,0,50.0,1,50.0,68,20,0,0,0,2,18,3,0,1,0,0,1,3,0,1,0,4,1,1,50.0
7,112,Vangelis Pavlidis,Benfica,14,GRE,26,61,FW,79,3,0,1,1,3,2,0,0,28,1,0,1,2.1,1.3,0.0,2,0,14,20,70.0,1,17,0,2,0,185,32,9,11,81.8,5,6,83.3,0,1,0.0,0.0,0,0,0,0,16,4,0,0,0,1,0,0,0,0,0,14,0,1,1,0,1,0,1,4,25.0,3,0,1,0,1,0,0,0,1,17,10,5,0.0,2,100.0,39,18,1,0,0,2,18,1,0,0,2,1,1,1,0,0,0,3,2,5,28.6
7,112,Zeki Amdouni,Benfica,7,SUI,24,48,FW,11,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.3,1,0,5,6,83.3,1,2,0,0,0,92,30,2,3,66.7,2,2,100.0,1,1,100.0,0.0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,1,5,2,1,,0,,10,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
7,112,Álvaro Carreras,Benfica,3,ESP,21,304,LB,90,0,1,0,0,0,0,1,0,52,3,4,3,0.0,0.0,0.7,4,2,30,37,81.1,3,27,2,0,0,470,223,15,15,100.0,9,10,90.0,3,7,42.9,0.4,2,3,2,1,31,5,1,1,1,1,4,0,0,0,0,30,1,0,1,1,2,0,1,3,33.3,2,1,2,4,7,2,0,4,24,26,3,0,,0,,173,89,3,0,2,0,18,2,0,3,2,0,1,1,0,1,0,10,0,2,0.0
7,112,Ángel Di María,Benfica,11,ARG,36,342,LM,20,0,0,0,0,1,1,0,0,6,0,0,0,0.3,0.3,0.0,0,0,2,4,50.0,0,5,1,0,0,29,0,0,0,,1,1,100.0,0,2,0.0,0.0,0,0,0,0,3,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,3,1,,0,,31,24,0,1,1,0,5,2,0,0,0,0,2,0,0,0,0,1,0,0,
7,112,Alejandro Balde,Barcelona,3,ESP,21,95,LB,73,0,0,0,0,0,0,0,0,68,1,0,0,0.0,0.0,0.1,4,1,55,64,85.9,5,44,7,7,4,696,107,34,39,87.2,18,20,90.0,1,1,100.0,0.1,1,3,0,0,58,6,0,0,0,4,6,0,0,0,0,55,0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,0,0,1,9,22,38,3,57.1,1,14.3,242,169,4,2,2,1,48,15,0,1,1,0,4,1,1,0,0,3,1,1,50.0
7,112,Eric García,Barcelona,24,ESP,24,12,RB,17,1,0,0,0,1,1,0,0,23,0,0,0,0.3,0.3,0.0,0,0,22,22,100.0,3,10,0,0,0,332,101,9,9,100.0,12,12,100.0,0,0,,0.0,0,6,0,0,19,3,0,0,0,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,16,4,1,,0,,26,12,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,2,0,0,
7,112,Fermin López,Barcelona,16,ESP,21,255,AM,29,0,0,0,0,0,0,1,0,22,0,0,1,0.0,0.0,0.0,1,1,15,16,93.8,1,12,1,1,0,219,33,10,10,100.0,5,5,100.0,0,0,,0.0,0,1,0,0,15,1,0,0,0,1,0,1,0,0,0,15,0,1,0,0,0,0,0,1,0.0,1,0,1,0,0,1,0,2,3,4,15,1,0.0,1,100.0,77,40,0,0,1,0,13,6,0,0,0,0,1,0,0,0,0,3,0,1,0.0
7,112,Ferrán Torres,Barcelona,7,ESP,24,327,"LB,RW",17,0,1,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.3,3,1,6,7,85.7,1,7,0,1,0,116,71,2,2,100.0,2,3,66.7,1,1,100.0,0.1,2,1,1,0,6,1,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,6,2,0.0,1,100.0,11,2,0,0,0,0,6,5,0,0,1,0,1,0,0,0,0,1,0,0,
7,112,Frenkie de Jong,Barcelona,21,NED,27,254,DM,29,0,0,0,0,1,0,1,0,34,1,0,0,0.0,0.0,0.0,0,0,25,28,89.3,2,20,0,0,0,460,143,7,8,87.5,16,17,94.1,2,3,66.7,0.0,0,2,0,0,28,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,1,0,0,0,,0,0,0,0,1,1,0,1,3,20,11,0,,0,,135,93,2,0,0,0,25,0,0,1,0,0,1,0,0,0,0,0,0,0,
7,112,Gavi,Barcelona,6,ESP,20,169,AM,61,0,0,0,0,1,1,1,0,37,0,0,3,0.2,0.2,0.0,1,0,25,29,86.2,3,22,1,0,0,348,55,10,10,100.0,11,14,78.6,0,0,,0.0,1,2,1,0,29,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,,0,1,2,0,0,1,0,1,6,20,12,1,,0,,85,36,2,0,0,1,28,5,0,1,1,0,0,0,0,0,0,1,0,1,0.0
7,112,Gerard Martín,Barcelona,35,ESP,23,20,"LB,RW",1,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,3,4,75.0,1,1,0,0,0,78,56,0,0,,2,2,100.0,1,1,100.0,0.0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,3,2,0,0,,0,,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
7,112,Jules Koundé,Barcelona,23,FRA,26,70,RB,73,0,0,0,0,1,1,1,0,69,1,1,1,0.4,0.4,0.0,0,0,48,59,81.4,1,38,1,2,0,723,164,22,26,84.6,23,24,95.8,1,3,33.3,0.0,0,1,0,0,50,9,1,0,0,1,8,0,0,0,0,48,0,0,1,0,1,0,1,1,100.0,0,0,1,1,2,3,0,3,13,35,21,3,0.0,2,100.0,86,41,1,0,1,0,49,6,0,1,1,0,1,1,0,0,0,3,0,0,
7,112,Lamine Yamal,Barcelona,19,ESP,17,192,RW,89,0,0,0,0,4,2,0,0,52,0,0,2,0.2,0.2,0.0,4,1,30,41,73.2,5,41,3,6,6,390,116,13,16,81.3,13,17,76.5,0,1,0.0,0.2,0,3,2,0,38,3,1,0,0,3,1,1,0,0,0,30,0,1,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,1,17,35,3,100.0,0,0.0,239,133,0,1,3,4,48,8,0,2,3,0,3,0,1,0,0,2,0,0,
7,112,Marc Casado,Barcelona,17,ESP,21,129,DM,61,0,0,0,0,0,0,0,0,82,5,0,0,0.0,0.0,0.0,2,0,69,73,94.5,3,39,0,2,1,1013,228,36,40,90.0,28,28,100.0,1,1,100.0,0.1,0,6,0,0,70,3,3,0,0,0,0,0,0,0,0,69,0,0,4,0,5,0,3,3,100.0,0,0,0,0,5,0,0,0,6,60,16,0,50.0,1,50.0,141,58,0,0,1,0,66,0,0,0,0,0,0,4,0,0,0,3,0,1,0.0
7,112,Pau Cubarsí,Barcelona,2,ESP,17,365,CB,90,0,0,0,0,0,0,0,0,115,0,2,1,0.0,0.0,0.0,2,0,105,110,95.5,15,80,1,0,0,1793,635,48,49,98.0,50,51,98.0,6,8,75.0,0.0,1,15,0,0,107,2,2,0,0,0,0,0,0,0,0,105,1,0,0,0,0,0,0,0,,0,1,0,2,2,2,0,5,30,68,17,1,,0,,390,199,2,0,0,0,98,0,0,0,0,0,0,0,0,0,0,5,0,4,0.0
7,112,Pedri,Barcelona,8,ESP,22,57,DM,90,0,1,0,0,1,1,0,0,116,1,0,1,0.0,0.0,0.9,9,2,100,111,90.1,19,83,6,1,1,1697,458,53,54,98.1,40,43,93.0,7,13,53.8,1.1,6,14,6,1,105,6,2,1,2,2,2,1,0,0,0,100,0,1,1,0,0,1,0,0,,0,0,1,0,1,0,0,0,5,65,47,3,100.0,0,0.0,520,259,6,1,1,1,99,2,0,0,1,0,2,1,0,0,0,4,0,1,0.0
7,112,Raphinha,Barcelona,11,BRA,28,38,LW,90,2,0,0,0,7,3,0,0,85,2,1,2,0.7,0.7,0.2,6,0,50,63,79.4,6,42,5,7,3,887,185,27,32,84.4,13,15,86.7,8,10,80.0,0.3,3,1,4,1,54,9,1,0,0,7,1,3,3,0,0,50,0,3,0,0,1,1,0,0,,0,0,2,1,3,0,0,0,1,31,55,5,42.9,4,57.1,259,152,5,2,4,2,60,15,0,0,0,0,7,0,0,0,0,3,1,0,100.0
7,112,Robert Lewandowski,Barcelona,9,POL,36,153,FW,90,2,0,2,2,2,0,0,0,32,1,2,1,1.7,0.1,0.2,3,1,12,19,63.2,3,22,1,4,2,137,54,7,9,77.8,3,4,75.0,0,1,0.0,0.2,1,1,1,0,19,0,0,0,0,1,0,0,0,0,0,12,0,2,1,1,0,0,0,0,,0,0,1,2,3,1,0,0,1,9,22,5,50.0,2,50.0,71,18,0,0,2,5,24,9,0,1,1,1,1,1,0,0,0,3,1,2,33.3
7,112,Ronald Araújo,Barcelona,4,URU,25,320,CB,90,0,0,0,0,2,0,0,0,121,1,0,3,0.1,0.1,0.0,3,0,102,109,93.6,4,82,0,0,0,1838,477,36,38,94.7,59,62,95.2,6,8,75.0,0.0,0,8,0,0,109,0,0,0,1,0,0,0,0,0,0,102,0,0,1,0,0,1,0,0,,0,2,1,0,1,5,0,10,35,78,8,2,,0,,364,167,1,0,0,0,95,0,0,1,0,0,0,1,0,0,1,5,7,1,87.5
7,112,Wojciech Szczęsny,Barcelona,25,POL,34,278,GK,90,0,0,0,0,0,0,0,0,33,0,0,1,0.0,0.0,0.0,0,0,24,26,92.3,0,22,0,0,0,499,286,4,4,100.0,17,17,100.0,2,4,50.0,0.0,0,0,0,0,23,3,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,,0,0,1,0,0,4,1,27,33,0,0,0,,0,,65,30,0,0,0,0,15,0,0,1,0,0,0,0,0,1,0,3,0,0,
7,113,Antoine Griezmann,Atlético Madrid,7,FRA,33,306,LM,86,0,0,0,0,1,0,0,0,40,2,1,2,0.0,0.0,0.0,0,0,27,35,77.1,3,22,2,1,1,378,119,19,23,82.6,6,7,85.7,2,4,50.0,0.0,0,3,1,0,33,2,1,0,0,2,0,1,0,0,0,27,0,1,1,0,1,1,1,2,50.0,1,0,2,1,3,0,0,2,2,15,24,3,100.0,0,0.0,92,62,3,0,0,0,24,2,0,0,0,0,2,1,0,0,0,7,0,0,
7,113,Clément Lenglet,Atlético Madrid,15,FRA,29,218,CB,90,0,0,0,0,0,0,0,0,39,0,0,1,0.0,0.0,0.0,1,1,26,34,76.5,2,27,0,0,0,507,205,10,10,100.0,12,16,75.0,3,6,50.0,0.0,0,3,0,0,34,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,,0,1,0,0,0,3,0,7,20,18,1,0,,0,,156,106,1,0,0,0,30,0,0,0,1,0,0,0,0,0,0,2,1,0,100.0
7,113,Giuliano Simeone,Atlético Madrid,22,ARG,22,34,RB,86,0,0,0,0,0,0,1,0,31,1,1,0,0.0,0.0,0.0,1,0,17,24,70.8,2,15,1,1,1,196,67,12,15,80.0,3,6,50.0,0,1,0.0,0.0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,17,0,0,1,1,0,0,0,1,0.0,1,0,0,1,2,1,0,2,10,10,11,3,100.0,0,0.0,87,55,0,1,1,1,21,3,0,1,2,0,0,1,0,0,0,7,2,5,28.6
7,113,Jan Oblak,Atlético Madrid,13,SVN,32,14,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,14,30,46.7,0,16,0,0,0,399,263,4,4,100.0,6,6,100.0,4,20,20.0,0.0,0,0,0,0,16,14,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,27,32,0,0,0,,0,,92,41,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,113,Javi Galán,Atlético Madrid,21,ESP,30,63,LB,45,0,0,0,0,1,0,0,0,21,2,2,0,0.0,0.0,0.0,0,0,11,14,78.6,0,15,0,1,0,209,32,5,5,100.0,4,4,100.0,2,4,50.0,0.0,0,0,0,0,9,5,1,0,1,0,4,0,0,0,0,11,0,1,0,2,0,0,0,1,0.0,1,0,0,2,4,2,0,2,8,7,6,0,0.0,0,0.0,65,21,0,0,2,1,13,2,0,2,1,0,0,0,0,0,0,1,0,1,0.0
7,113,José María Giménez,Atlético Madrid,2,URU,30,1,CB,90,0,0,0,0,0,0,1,0,32,1,1,1,0.0,0.0,0.0,0,0,20,26,76.9,0,17,0,0,0,381,95,4,5,80.0,15,17,88.2,1,4,25.0,0.0,0,2,0,0,24,2,2,0,1,0,0,0,0,0,0,20,0,0,1,1,0,0,1,1,100.0,0,1,0,1,2,3,0,8,18,14,0,0,,0,,49,19,0,0,0,0,20,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0
7,113,Julián Álvarez,Atlético Madrid,19,ARG,24,356,FW,89,2,0,0,0,3,2,0,0,31,1,1,0,0.7,0.7,0.1,3,1,12,19,63.2,0,18,1,4,3,177,4,6,8,75.0,4,5,80.0,1,4,25.0,0.0,2,0,0,0,14,5,1,1,0,3,0,2,2,0,0,12,0,1,1,1,0,0,0,0,,0,0,0,1,2,0,0,1,4,6,22,4,75.0,1,25.0,121,56,0,0,4,2,16,3,0,0,2,0,3,1,0,0,0,2,0,3,0.0
7,113,Marcos Llorente,Atlético Madrid,14,ESP,29,357,"CM,RM",90,0,0,0,0,0,0,0,0,35,1,0,2,0.0,0.0,0.0,2,1,26,30,86.7,1,18,0,1,1,377,57,14,17,82.4,9,9,100.0,2,2,100.0,0.0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,1,0,1,1,100.0,0,0,2,0,1,1,0,4,11,17,8,0,100.0,0,0.0,82,33,0,0,1,0,22,1,0,0,0,0,0,0,0,0,0,5,0,1,0.0
7,113,Nahuel Molina,Atlético Madrid,16,ARG,26,290,"CB,RB",90,0,0,0,0,0,0,0,0,54,3,2,0,0.0,0.0,0.0,0,0,31,46,67.4,0,26,0,0,0,457,116,18,20,90.0,11,14,78.6,1,10,10.0,0.0,0,4,0,0,38,8,1,0,1,0,7,0,0,0,0,31,0,0,0,0,2,1,1,4,25.0,3,0,0,2,5,3,0,3,19,27,8,0,,0,,93,49,0,0,1,0,28,1,0,0,1,0,0,0,0,0,0,3,3,0,100.0
7,113,Pablo Barrios,Atlético Madrid,8,ESP,21,220,CM,24,0,0,0,0,0,0,0,1,13,0,0,1,0.0,0.0,0.0,0,0,8,9,88.9,0,6,0,0,0,111,22,5,6,83.3,3,3,100.0,0,0,,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,0,0,1,0,0,2,0,3,6,7,0,0,,0,,21,10,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
7,113,Reinildo Mandava,Atlético Madrid,23,MOZ,31,0,LB,45,0,0,0,0,0,0,0,0,16,0,1,1,0.0,0.0,0.0,0,0,10,12,83.3,1,4,0,0,0,131,43,6,7,85.7,3,3,100.0,0,0,,0.0,0,0,0,0,10,2,0,0,0,2,2,0,0,0,0,10,0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,2,0,3,4,3,9,1,,0,,10,3,0,0,0,0,7,1,0,0,1,0,2,0,0,0,0,0,0,0,
7,113,Robin Le Normand,Atlético Madrid,24,ESP,28,71,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,113,Rodrigo De Paul,Atlético Madrid,5,ARG,30,242,CM,90,0,0,0,0,0,0,0,0,51,1,1,2,0.0,0.0,0.0,0,0,37,45,82.2,6,29,1,2,1,646,240,20,21,95.2,7,9,77.8,8,12,66.7,0.0,0,2,1,0,39,6,6,1,2,3,0,0,0,0,0,37,0,1,1,0,1,0,1,2,50.0,1,0,2,1,2,1,0,2,10,24,17,0,50.0,1,50.0,121,48,1,0,1,1,38,3,0,1,3,0,3,1,0,0,0,3,0,0,
7,113,Samuel Lino,Atlético Madrid,12,BRA,25,29,LM,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
7,113,Ángel Correa,Atlético Madrid,10,ARG,29,318,RM,4,0,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.5,0,0,2,2,100.0,1,4,2,2,0,50,11,0,0,,2,2,100.0,0,0,,0.0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2,3,0,0.0,1,50.0,51,27,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,
7,113,Aleix García,Bayer Leverkusen,24,ESP,27,207,LM,2,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,4,0,0,0,145,57,1,1,100.0,4,4,100.0,1,1,100.0,0.0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,4,1,0,,0,,19,13,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,
7,113,Arthur,Bayer Leverkusen,13,BRA,21,310,RB,9,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,4,0,1,0,65,9,5,6,83.3,1,1,100.0,0,0,,0.0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,4,0,0.0,1,100.0,3,2,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,
7,113,Edmond Tapsoba,Bayer Leverkusen,12,BFA,25,354,CB,90,0,0,0,0,1,0,0,0,103,0,0,0,0.0,0.0,0.0,0,0,88,94,93.6,5,74,1,0,0,1366,401,51,51,100.0,32,36,88.9,5,7,71.4,0.1,0,14,0,0,93,1,0,0,0,1,1,0,0,0,0,88,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,5,27,58,18,0,,0,,318,200,3,0,0,0,82,1,0,0,0,0,1,0,0,0,0,4,4,0,100.0
7,113,Exequiel Palacios,Bayer Leverkusen,25,ARG,26,108,"CM,DM",90,0,0,0,0,1,0,0,0,121,1,2,0,0.0,0.0,0.1,4,0,104,110,94.5,8,66,0,2,1,1562,333,57,59,96.6,44,45,97.8,3,4,75.0,0.1,2,9,1,0,109,1,0,0,0,0,1,0,0,0,0,104,0,2,1,1,0,0,0,0,,0,0,0,2,3,1,0,3,14,70,37,0,50.0,1,50.0,168,56,1,0,0,1,102,4,0,2,0,0,0,1,0,0,0,5,0,0,
7,113,Florian Wirtz,Bayer Leverkusen,10,GER,21,263,"AM,LM",88,0,0,0,0,2,1,1,0,75,0,0,0,0.2,0.2,0.0,2,1,59,67,88.1,6,56,5,3,2,845,153,35,36,97.2,22,27,81.5,2,3,66.7,0.2,0,4,1,0,65,2,0,1,0,1,2,0,0,0,0,59,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,2,0,0,5,32,38,4,66.7,1,33.3,283,132,3,1,1,1,60,10,0,1,1,1,1,0,0,0,0,7,0,1,0.0
7,113,Granit Xhaka,Bayer Leverkusen,34,SUI,32,116,"CM,DM",90,0,0,0,0,2,1,0,0,113,0,0,0,0.1,0.1,0.0,4,0,97,104,93.3,10,67,2,0,0,1546,290,57,58,98.3,33,36,91.7,6,7,85.7,0.1,1,9,1,0,99,3,1,2,0,0,1,0,0,0,0,97,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,3,10,61,42,0,,0,,194,103,3,0,4,1,100,1,0,3,0,0,0,0,0,0,0,5,0,0,
