MD,Match_ID,Player,Squad,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
1,2,Noa Lang,PSV Eindhoven,10.0,nl NED,RM,25-092,29,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.1,3,0,16,18,88.9,3,13,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0.0
1,2,Olivier Boscagli,PSV Eindhoven,18.0,fr FRA,CB,26-304,90,0,0,0,0,0,0,0,0,108,1,5,2,0.0,0.0,0.0,2,1,88,99,88.9,12,64,1,1,1,0,0,0,0,0,1,0,0,0,5,0,0,
1,2,Ricardo Pepi,PSV Eindhoven,14.0,us USA,FW,21-252,14,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,Richy Ledezma,PSV Eindhoven,37.0,us USA,RB,24-011,85,0,0,0,0,0,0,0,0,102,3,0,2,0.0,0.0,0.4,3,0,88,98,89.8,8,61,1,0,0,0,2,1,0,6,1,0,0,0,7,0,2,0.0
1,2,Ryan Flamingo,PSV Eindhoven,6.0,nl NED,CB,21-261,90,0,0,0,0,0,0,0,0,77,2,1,0,0.0,0.0,0.0,1,0,66,72,91.7,6,50,1,1,1,0,0,1,0,0,1,0,0,0,4,1,1,50.0
1,3,Conrad Harder,Sporting CP,19.0,dk DEN,FW,19-163,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
1,3,Daniel Bragança,Sporting CP,23.0,pt POR,CM,25-113,45,0,1,0,0,2,1,0,0,38,3,0,1,0.1,0.1,0.1,4,1,26,28,92.9,2,23,2,2,0,0,2,3,0,1,0,0,0,0,0,2,1,66.7
1,3,Francisco Trincão,Sporting CP,17.0,pt POR,AM,24-263,87,0,0,0,0,2,0,0,0,43,0,1,3,0.1,0.1,0.1,3,0,23,29,79.3,2,19,1,4,1,0,3,3,0,2,0,0,0,0,5,1,1,50.0
1,3,Franco Israel,Sporting CP,1.0,uy URU,GK,24-148,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,30,33,90.9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
1,3,Geny Catamo,Sporting CP,21.0,mz MOZ,WB,23-235,90,0,0,0,0,1,0,0,0,42,1,0,0,0.1,0.1,0.1,3,1,31,36,86.1,1,26,4,3,0,0,1,1,0,4,1,0,0,0,4,0,0,
1,3,Geovany Quenda,Sporting CP,57.0,pt POR,WB,17-140,72,0,0,0,0,3,0,0,0,36,0,0,0,0.2,0.2,0.0,2,0,22,29,75.9,0,15,1,2,1,0,0,2,0,1,0,0,0,0,5,0,0,
1,3,Gonçalo Inácio,Sporting CP,25.0,pt POR,CB,23-023,12,0,0,0,0,0,0,0,0,17,4,0,0,0.0,0.0,0.0,0,0,14,15,93.3,0,9,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,
1,3,Hidemasa Morita,Sporting CP,5.0,jp JPN,CM,29-130,45,0,0,0,0,1,0,1,0,30,0,1,1,0.0,0.0,0.0,1,0,19,24,79.2,1,14,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,
1,3,Matheus Reis,Sporting CP,2.0,br BRA,CB,29-212,78,0,0,0,0,0,0,0,0,55,2,2,1,0.0,0.0,0.0,3,0,43,50,86.0,4,29,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,50.0
1,3,Maximiliano Araújo,Sporting CP,20.0,uy URU,WB,24-215,18,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,6,8,75.0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1,3,Morten Hjulmand,Sporting CP,42.0,dk DEN,CM,25-084,90,0,0,0,0,1,0,0,0,59,3,0,0,0.0,0.0,0.1,2,0,44,52,84.6,3,26,0,0,0,0,1,2,0,0,1,0,0,0,6,0,1,0.0
1,3,Ousmane Diomande,Sporting CP,26.0,ci CIV,CB,20-288,90,0,0,0,0,0,0,0,0,66,0,0,0,0.0,0.0,0.0,1,0,61,65,93.8,2,48,0,0,0,0,1,1,0,0,0,0,0,0,5,2,0,100.0
1,3,Pedro Gonçalves,Sporting CP,8.0,pt POR,AM,26-081,90,0,1,0,0,4,2,0,0,47,4,0,1,0.7,0.7,0.4,7,1,24,33,72.7,5,31,4,2,1,0,2,1,0,1,3,0,0,0,3,0,1,0.0
1,3,Viktor Gyökeres,Sporting CP,9.0,se SWE,FW,26-105,90,1,0,0,0,3,1,0,0,26,0,0,0,0.3,0.3,0.7,6,0,15,18,83.3,1,16,3,3,1,0,3,3,2,1,0,0,0,0,2,1,0,100.0
1,3,Zeno Debast,Sporting CP,6.0,be BEL,CB,20-329,90,1,0,0,0,1,1,1,0,73,4,0,1,0.0,0.0,0.0,0,0,59,67,88.1,2,37,0,1,0,0,2,1,0,0,3,0,0,0,4,0,0,
1,3,Alexsandro Ribeiro,Lille,4.0,br BRA,CB,25-039,90,0,0,0,0,0,0,0,0,68,3,1,4,0.0,0.0,0.0,0,0,44,56,78.6,1,30,0,0,0,0,1,2,1,0,2,0,0,0,5,1,2,33.3
1,3,Angel Gomes,Lille,8.0,eng ENG,CM,24-017,39,0,0,0,0,0,0,2,1,32,1,0,1,0.0,0.0,0.0,0,0,23,27,85.2,2,15,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0.0
1,3,Ayyoub Bouaddi,Lille,32.0,fr FRA,CM,16-351,27,0,0,0,0,0,0,1,0,9,1,0,1,0.0,0.0,0.0,0,0,5,7,71.4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,100.0
1,3,Aïssa Mandi,Lille,2.0,dz ALG,"CB,CM",32-331,63,0,0,0,0,0,0,0,0,33,1,0,0,0.0,0.0,0.0,0,0,30,32,93.8,0,16,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,
1,3,Bafodé Diakité,Lille,18.0,fr FRA,CB,23-255,90,0,0,0,0,0,0,0,0,67,1,1,2,0.0,0.0,0.0,0,0,54,61,88.5,3,22,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,
1,3,Benjamin André,Lille,21.0,fr FRA,CM,34-045,90,0,0,0,0,1,1,1,0,68,2,0,0,0.0,0.0,0.0,0,0,50,62,80.6,6,26,1,2,1,0,3,2,0,0,1,0,0,0,6,2,2,50.0
1,3,Edon Zhegrova,Lille,23.0,xk KVX,RM,25-170,90,0,0,0,0,0,0,0,0,59,2,0,1,0.0,0.0,0.0,2,0,34,44,77.3,5,36,5,11,6,0,0,0,0,3,1,0,0,0,7,0,1,0.0
1,3,Gabriel Gudmundsson,Lille,5.0,se SWE,LB,25-141,9,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,3,Jonathan David,Lille,9.0,ca CAN,FW,24-247,63,0,0,0,0,0,0,1,0,24,0,0,0,0.0,0.0,0.0,0,0,15,17,88.2,2,8,1,2,1,0,0,2,0,1,0,0,0,0,1,0,2,0.0
1,3,Lucas Chevalier,Lille,30.0,fr FRA,GK,22-316,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,0,0,31,43,72.1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1,3,Matias Fernandez-Pardo,Lille,19.0,be BEL,FW,19-227,27,0,0,0,0,0,0,0,0,12,1,0,1,0.0,0.0,0.0,0,0,7,8,87.5,1,9,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,
1,3,Mitchel Bakker,Lille,20.0,nl NED,LB,24-089,81,0,0,0,0,0,0,0,0,44,2,0,0,0.0,0.0,0.0,0,0,34,38,89.5,4,20,3,0,0,0,2,0,0,0,2,0,0,0,7,0,0,
1,3,Osame Sahraoui,Lille,11.0,ma MAR,LM,23-098,70,0,0,0,0,0,0,0,0,32,0,0,1,0.0,0.0,0.0,0,0,19,24,79.2,4,19,2,3,0,0,0,2,1,0,0,0,0,0,4,0,0,
1,3,Rémy Cabella,Lille,10.0,fr FRA,LM,34-193,20,0,0,0,0,2,1,0,0,17,0,1,0,0.4,0.4,0.0,2,0,13,14,92.9,2,9,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,100.0
1,3,Thomas Meunier,Lille,12.0,be BEL,RB,33-005,63,0,0,0,0,0,0,0,0,44,2,2,0,0.0,0.0,0.0,0,0,35,40,87.5,3,16,0,1,1,0,0,0,1,1,2,0,0,0,7,0,0,
1,3,Tiago Santos,Lille,22.0,pt POR,RB,22-056,27,0,0,0,0,0,0,0,0,19,2,0,0,0.0,0.0,0.0,1,0,12,14,85.7,2,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,
1,4,Antonio Rüdiger,Real Madrid,22.0,de GER,CB,31-198,90,1,0,0,0,1,1,0,0,60,1,1,2,0.2,0.2,0.0,0,0,43,47,91.5,2,32,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,100.0
1,4,Arda Güler,Real Madrid,15.0,tr TUR,"AM,RW",19-205,16,0,0,0,0,0,0,0,0,12,1,0,1,0.0,0.0,0.1,2,0,8,9,88.9,3,6,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,100.0
1,4,Aurélien Tchouaméni,Real Madrid,14.0,fr FRA,CM,24-234,69,0,0,0,0,4,1,0,0,47,1,2,1,0.2,0.2,0.0,3,0,33,39,84.6,2,40,0,2,1,0,1,1,0,1,1,0,0,0,4,0,0,
1,4,Dani Carvajal,Real Madrid,2.0,es ESP,"RB,CB",32-250,90,0,1,0,0,0,0,0,0,77,2,2,2,0.0,0.0,0.1,3,1,59,68,86.8,8,46,3,1,0,0,1,1,0,3,0,0,0,0,1,0,2,0.0
1,4,Endrick,Real Madrid,16.0,br BRA,RW,18-058,11,1,0,0,0,1,1,0,0,9,1,0,0,0.1,0.1,0.4,1,0,6,7,85.7,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
1,4,Federico Valverde,Real Madrid,8.0,uy URU,"RM,DM,CM",26-057,90,0,0,0,0,1,0,1,0,44,0,2,1,0.0,0.0,0.1,4,1,34,37,91.9,8,33,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,4,Ferland Mendy,Real Madrid,23.0,fr FRA,LB,29-101,75,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,3,0,34,37,91.9,2,25,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,50.0
1,4,Fran Garcia,Real Madrid,20.0,es ESP,LB,25-034,15,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,4,Jude Bellingham,Real Madrid,5.0,eng ENG,LM,21-080,79,0,0,0,0,1,0,0,0,35,2,0,1,0.0,0.0,0.2,2,0,28,30,93.3,8,24,1,1,1,0,2,2,0,0,2,0,0,0,2,0,0,
1,4,Kylian Mbappé,Real Madrid,9.0,fr FRA,FW,25-272,90,1,0,0,0,7,4,0,0,28,1,0,0,1.3,1.3,0.1,5,0,11,15,73.3,2,22,4,2,1,0,0,0,1,0,1,0,0,0,2,0,0,
1,4,Lucas Vázquez,Real Madrid,17.0,es ESP,RB,33-078,45,0,0,0,0,0,0,1,0,33,1,2,0,0.0,0.0,0.0,0,0,23,28,82.1,2,21,1,0,0,0,1,0,0,2,1,0,0,0,2,0,0,
1,4,Luka Modrić,Real Madrid,10.0,hr CRO,"DM,RM",39-008,21,0,1,0,0,0,0,1,0,13,0,0,0,0.0,0.0,0.2,1,1,10,13,76.9,1,9,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,
1,4,Rodrygo,Real Madrid,11.0,br BRA,RW,23-252,74,0,1,0,0,3,0,0,0,40,0,1,2,0.3,0.3,1.0,8,1,25,34,73.5,3,20,5,5,5,0,1,1,0,7,0,0,0,0,4,0,0,
1,4,Thibaut Courtois,Real Madrid,1.0,be BEL,GK,32-129,90,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,0,0,36,44,81.8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,4,Vinicius Júnior,Real Madrid,7.0,br BRA,LW,24-067,90,0,0,0,0,2,1,0,0,45,2,1,0,0.5,0.5,0.2,5,0,21,33,63.6,3,37,9,9,3,0,3,2,0,4,1,0,0,0,3,0,1,0.0
1,4,Éder Militão,Real Madrid,3.0,br BRA,CB,26-243,45,0,0,0,0,0,0,1,0,27,0,2,1,0.0,0.0,0.0,0,0,20,22,90.9,1,14,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100.0
1,4,Alexander Nübel,Stuttgart,33.0,de GER,GK,27-353,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,1,0,27,34,79.4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
1,4,Angelo Stiller,Stuttgart,6.0,de GER,"DM,CM",23-166,90,0,0,0,0,2,1,0,0,92,1,0,3,0.5,0.5,0.0,2,0,73,84,86.9,6,62,4,0,0,0,1,0,0,1,1,0,0,0,5,0,0,
1,4,Anrie Chase,Stuttgart,45.0,jp JPN,RB,20-177,28,0,0,0,0,0,0,0,0,17,1,0,0,0.0,0.0,0.0,0,0,12,14,85.7,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
1,4,Anthony Rouault,Stuttgart,29.0,fr FRA,CB,23-111,88,0,0,0,0,0,0,0,0,45,3,2,0,0.0,0.0,0.0,1,0,34,37,91.9,3,30,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,100.0
1,4,Atakan Karazor,Stuttgart,16.0,,"DM,CM",27-340,90,0,0,0,0,2,0,0,0,106,3,1,2,0.1,0.1,0.1,2,0,92,95,96.8,9,80,1,1,0,0,1,2,0,0,1,0,0,0,8,0,1,0.0
1,4,Chris Führich,Stuttgart,27.0,de GER,LW,26-252,62,0,0,0,0,0,0,0,0,33,1,1,3,0.0,0.0,0.1,2,0,14,22,63.6,0,18,1,2,0,0,0,1,0,2,0,0,0,0,1,0,0,
1,4,Dan-Axel Zagadou,Stuttgart,23.0,fr FRA,CB,25-106,2,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,4,Deniz Undav,Stuttgart,26.0,de GER,FW,28-060,75,1,0,0,0,3,1,0,0,23,0,0,0,0.6,0.6,0.8,4,0,12,16,75.0,2,20,1,0,0,0,2,0,3,0,0,0,0,0,2,1,0,100.0
1,4,El Bilal Touré,Stuttgart,10.0,ml MLI,FW,22-350,15,0,0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0.0,0,0,5,5,100.0,0,4,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,100.0
1,4,Enzo Millot,Stuttgart,8.0,fr FRA,AM,22-062,74,0,0,0,0,3,1,0,0,49,0,0,1,0.4,0.4,0.1,5,0,38,42,90.5,6,33,2,2,0,0,0,3,1,1,0,0,0,0,3,0,0,
1,4,Ermedin Demirović,Stuttgart,9.0,ba BIH,FW,26-176,16,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,4,6,66.7,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
1,4,Fabian Rieder,Stuttgart,32.0,ch SUI,"RM,RW",22-214,28,0,0,0,0,1,0,0,0,30,4,1,0,0.0,0.0,0.1,4,0,15,21,71.4,2,19,0,1,1,0,1,2,0,3,3,0,0,0,2,0,0,
1,4,Jamie Leweling,Stuttgart,18.0,de GER,"RW,LM,LW",23-204,90,0,1,0,0,5,4,0,0,52,1,0,2,0.3,0.3,0.6,5,2,29,38,76.3,3,41,7,2,1,0,1,0,0,4,1,0,0,0,5,0,1,0.0
1,4,Josha Vagnoman,Stuttgart,4.0,de GER,RB,23-281,62,0,0,0,0,0,0,0,0,37,1,0,2,0.0,0.0,0.0,0,0,28,32,87.5,3,19,2,1,1,0,2,2,0,2,1,0,0,0,0,0,0,
1,4,Julian Chabot,Stuttgart,24.0,de GER,CB,26-218,90,0,0,0,0,0,0,0,0,57,0,0,2,0.0,0.0,0.0,0,0,43,46,93.5,2,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0
1,4,Maximilian Mittelstädt,Stuttgart,7.0,de GER,LB,27-183,90,0,0,0,0,0,0,1,0,75,4,0,0,0.0,0.0,0.0,1,0,51,65,78.5,3,42,0,0,0,0,1,0,0,2,4,0,0,0,3,1,0,100.0
1,5,Christian Pulisic,Milan,11.0,us USA,RW,25-365,90,1,0,0,0,1,1,0,0,46,1,0,0,0.0,0.0,0.2,3,0,31,40,77.5,9,30,3,2,1,0,0,1,0,3,1,0,0,0,2,0,0,
1,5,Davide Calabria,Milan,2.0,it ITA,RB,27-286,69,0,0,0,0,0,0,1,0,50,0,0,0,0.0,0.0,0.1,2,1,37,42,88.1,3,24,0,1,0,0,1,0,1,2,0,0,0,0,2,1,1,50.0
1,5,Emerson,Milan,22.0,br BRA,RB,25-247,21,0,0,0,0,0,0,0,0,18,1,0,0,0.0,0.0,0.0,0,0,12,15,80.0,1,11,0,3,0,0,1,2,0,1,1,0,0,0,1,1,1,50.0
1,5,Fikayo Tomori,Milan,23.0,eng ENG,CB,26-273,83,0,0,0,0,0,0,0,0,62,2,2,2,0.0,0.0,0.0,0,0,45,55,81.8,0,36,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,50.0
1,5,Lorenzo Torriani,Milan,96.0,it ITA,GK,19-230,40,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,12,15,80.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,5,Matteo Gabbia,Milan,46.0,it ITA,CB,24-332,7,0,0,0,0,2,0,0,0,15,0,0,0,0.3,0.3,0.0,1,0,11,12,91.7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,100.0
1,5,Mike Maignan,Milan,16.0,fr FRA,GK,29-076,50,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,28,33,84.8,0,29,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,
1,5,Noah Okafor,Milan,17.0,ch SUI,AM,24-116,7,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,2,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,
1,5,Rafael Leão,Milan,10.0,pt POR,LW,25-099,90,0,0,0,0,1,1,0,0,32,0,0,1,0.1,0.1,0.0,2,0,16,26,61.5,2,19,3,6,5,0,2,0,1,2,0,0,0,0,1,1,1,50.0
1,5,Ruben Loftus-Cheek,Milan,8.0,eng ENG,DM,28-238,68,0,0,0,0,0,0,0,0,27,2,0,0,0.0,0.0,0.0,0,0,17,21,81.0,4,10,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0
1,5,Strahinja Pavlović,Milan,31.0,rs SRB,CB,23-116,90,0,0,0,0,0,0,0,0,78,2,0,3,0.0,0.0,0.0,0,0,57,69,82.6,1,43,1,1,0,0,0,0,0,1,2,0,0,0,3,0,0,
1,5,Tammy Abraham,Milan,90.0,eng ENG,FW,26-351,22,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,3,6,50.0,1,7,3,3,1,0,1,2,0,1,0,0,0,0,3,0,0,
1,5,Theo Hernández,Milan,19.0,fr FRA,LB,26-347,90,0,0,0,0,1,0,0,0,61,1,3,1,0.0,0.0,0.1,1,0,37,47,78.7,0,29,3,1,0,0,0,3,0,4,0,0,0,0,7,0,0,
1,5,Tijjani Reijnders,Milan,14.0,nl NED,"AM,DM",26-050,90,0,0,0,0,3,0,0,0,39,1,2,0,0.2,0.2,0.1,2,0,28,30,93.3,3,24,0,1,0,0,1,0,1,0,0,0,0,0,5,0,0,
1,5,Youssouf Fofana,Milan,29.0,fr FRA,DM,25-251,90,0,0,0,0,0,0,1,0,59,3,1,1,0.0,0.0,0.0,2,0,44,52,84.6,6,33,1,1,0,0,1,1,0,0,1,0,0,0,7,2,0,100.0
1,5,Álvaro Morata,Milan,7.0,es ESP,"FW,AM",31-330,83,0,1,0,0,0,0,0,0,26,2,0,3,0.0,0.0,0.0,1,1,17,19,89.5,1,10,0,1,1,0,2,2,0,0,1,0,0,0,1,0,3,0.0
1,5,Alexis Mac Allister,Liverpool,10.0,ar ARG,DM,25-268,89,0,0,0,0,0,0,1,0,56,2,0,1,0.0,0.0,0.6,5,0,43,50,86.0,10,21,1,1,0,0,2,0,0,0,2,0,0,0,6,1,0,100.0
1,5,Alisson,Liverpool,1.0,br BRA,GK,31-351,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,19,26,73.1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
1,5,Cody Gakpo,Liverpool,18.0,nl NED,LW,25-133,67,0,1,0,0,3,2,0,0,37,1,1,3,0.1,0.1,0.6,6,3,18,24,75.0,2,26,4,7,4,0,0,1,0,2,1,0,0,0,5,1,0,100.0
1,5,Darwin Núñez,Liverpool,9.0,uy URU,FW,25-085,23,0,0,0,0,2,1,0,0,8,0,0,0,0.1,0.1,0.1,2,0,3,3,100.0,1,6,0,2,1,0,0,1,1,0,0,0,0,0,0,0,3,0.0
1,5,Diogo Jota,Liverpool,20.0,pt POR,FW,27-288,67,0,0,0,0,2,1,0,0,21,1,0,0,0.7,0.7,0.1,2,0,11,14,78.6,4,14,0,0,0,0,3,0,1,0,1,0,0,0,0,0,2,0.0
1,5,Dominik Szoboszlai,Liverpool,8.0,hu HUN,AM,23-328,90,1,0,0,0,3,3,0,0,60,0,0,2,0.8,0.8,0.1,5,0,39,51,76.5,8,35,1,4,1,0,0,0,1,1,0,0,0,0,6,0,0,
1,5,Federico Chiesa,Liverpool,14.0,it ITA,RW,26-328,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1,5,Ibrahima Konaté,Liverpool,5.0,fr FRA,CB,25-115,90,1,0,0,0,1,1,1,0,69,1,0,2,0.4,0.4,0.0,1,0,52,56,92.9,1,40,0,1,0,0,1,2,0,0,1,0,0,0,8,2,2,50.0
1,5,Joe Gomez,Liverpool,2.0,eng ENG,RB,27-117,12,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,8,9,88.9,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
1,5,Kostas Tsimikas,Liverpool,21.0,gr GRE,LB,28-128,90,0,1,0,0,4,0,0,0,73,0,1,1,0.2,0.2,0.4,4,1,57,64,89.1,7,31,2,0,0,0,1,1,1,5,0,0,0,0,4,0,1,0.0
1,5,Luis Díaz,Liverpool,7.0,co COL,LW,27-248,23,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,1,0,10,10,100.0,0,11,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,
1,5,Mohamed Salah,Liverpool,11.0,eg EGY,RW,32-094,89,0,0,0,0,5,2,0,0,28,2,0,0,0.4,0.4,0.0,6,1,15,19,78.9,4,18,4,4,3,0,0,1,0,0,1,0,0,0,1,0,0,
1,5,Ryan Gravenberch,Liverpool,38.0,nl NED,DM,22-124,90,0,0,0,0,0,0,0,0,50,1,7,2,0.0,0.0,0.0,1,0,36,40,90.0,2,28,1,0,0,0,2,2,0,0,1,0,0,0,10,0,0,
1,5,Trent Alexander-Arnold,Liverpool,66.0,eng ENG,RB,25-346,78,0,1,0,0,1,0,0,0,59,3,1,1,0.0,0.0,0.5,5,1,41,53,77.4,5,33,2,0,0,0,0,0,0,6,1,0,0,0,2,0,0,
1,5,Virgil van Dijk,Liverpool,4.0,nl NED,CB,33-071,90,1,0,0,0,2,1,0,0,80,0,0,1,0.4,0.4,0.0,1,0,65,74,87.8,3,45,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,100.0
1,5,Wataru Endo,Liverpool,3.0,jp JPN,DM,31-221,1,0,0,0,0,0,0,0,0,5,2,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0
1,6,Aleksandar Pavlovic,Bayern Munich,45.0,de GER,DM,20-137,90,0,0,0,0,0,0,0,0,111,0,2,1,0.0,0.0,0.0,4,1,101,104,97.1,11,75,0,0,0,0,2,1,0,0,0,1,0,0,4,1,0,100.0
1,6,Alphonso Davies,Bayern Munich,19.0,ca CAN,LB,23-320,90,0,0,0,0,3,1,0,0,89,1,0,0,0.2,0.2,0.2,7,1,70,76,92.1,7,66,14,2,1,0,0,2,0,3,1,1,0,0,6,0,0,
1,6,Dayot Upamecano,Bayern Munich,2.0,fr FRA,CB,25-326,90,0,0,0,0,1,1,0,0,79,1,1,1,0.3,0.3,0.0,0,0,72,74,97.3,5,55,0,0,0,0,1,0,0,0,1,0,0,0,4,5,2,71.4
1,6,Eric Dier,Bayern Munich,15.0,eng ENG,CB,30-246,22,0,0,0,0,1,0,0,0,22,0,0,0,0.0,0.0,0.0,1,1,20,20,100.0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
1,6,Harry Kane,Bayern Munich,9.0,eng ENG,FW,31-051,90,4,0,3,3,5,3,0,0,47,0,1,0,3.4,1.4,0.0,4,1,30,36,83.3,3,25,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,100.0
1,6,Jamal Musiala,Bayern Munich,42.0,de GER,AM,21-204,67,0,2,0,0,4,3,0,0,69,0,0,0,0.3,0.3,1.8,11,4,41,55,74.5,7,49,6,7,4,0,1,0,1,0,0,0,0,0,4,0,0,
1,6,Joshua Kimmich,Bayern Munich,6.0,de GER,"DM,RB",29-222,90,0,2,0,0,1,1,0,0,110,3,0,0,0.1,0.1,0.6,11,3,93,106,87.7,14,83,4,0,0,0,0,0,0,7,0,0,0,0,9,0,1,0.0
1,6,Kim Min-jae,Bayern Munich,3.0,kr KOR,CB,27-307,68,0,0,0,0,0,0,0,0,81,0,0,0,0.0,0.0,0.0,0,0,73,77,94.8,9,62,1,0,0,0,1,0,0,0,0,0,0,0,4,2,3,40.0
1,6,Leon Goretzka,Bayern Munich,8.0,de GER,DM,29-224,10,1,0,0,0,1,1,0,0,20,2,0,0,0.1,0.1,0.0,0,0,18,18,100.0,5,10,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,100.0
1,6,Leroy Sané,Bayern Munich,10.0,de GER,RW,28-250,23,1,0,0,0,1,1,0,0,17,0,0,1,0.1,0.1,0.0,1,1,10,12,83.3,0,10,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,
1,6,Manuel Neuer,Bayern Munich,1.0,de GER,GK,38-174,45,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,24,24,100.0,1,17,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,
1,6,Michael Olise,Bayern Munich,17.0,fr FRA,RW,22-280,67,2,0,0,0,4,2,0,0,80,2,0,0,1.3,1.3,0.0,3,0,55,68,80.9,4,53,5,6,2,0,1,0,0,7,2,0,0,0,7,2,1,66.7
